IID,GID,rfunc,rparams,rseed,pathfunc,pparams,rfrac,rsize,numpaths,nodesinrunion,nodeavgfreqinrunion,transitinrunion,transitavgfreqinrunion,edgesinrunion,edgeavgfreqinrunion,edgemedfreqinrunion
I_2013-10-08_290,G_2013-10-08_14,rpermute,{'rfrac': 0.45},3372099510252280897,shortestpaths,{},0.447058823529,38,855,81,66.4444444444,76,33.8157894737,185,21.4918918919,16
I_2013-10-08_291,G_2013-10-08_14,rpermute,{'rfrac': 0.45},-8514358078259580574,shortestpaths,{},0.447058823529,38,870,82,68.0243902439,78,35.4615384615,193,21.6165803109,19
I_2013-10-08_292,G_2013-10-08_14,rpermute,{'rfrac': 0.5},3801337059126013662,shortestpaths,{},0.505882352941,43,1142,82,88.9512195122,75,49.0933333333,194,28.2886597938,24.5
I_2013-10-08_293,G_2013-10-08_14,rpermute,{'rfrac': 0.5},5169074277074585149,shortestpaths,{},0.505882352941,43,1106,84,84.9047619048,80,44.0,197,27.0355329949,22
I_2013-10-08_294,G_2013-10-08_14,rpermute,{'rfrac': 0.5},-6233768246652446064,shortestpaths,{},0.505882352941,43,1132,80,87.325,79,42.7088607595,194,26.7010309278,23.5
I_2013-10-08_295,G_2013-10-08_15,rpermute,{'rfrac': 0.2},8561764383333233605,shortestpaths,{},0.202247191011,18,191,69,17.9420289855,60,10.4333333333,138,6.75362318841,5.0
I_2013-10-08_296,G_2013-10-08_15,rpermute,{'rfrac': 0.2},-8126267196491926273,shortestpaths,{},0.202247191011,18,206,67,17.3731343284,64,8.625,136,6.30882352941,4.5
I_2013-10-08_297,G_2013-10-08_15,rpermute,{'rfrac': 0.2},-717736740780598502,shortestpaths,{},0.202247191011,18,201,68,18.7058823529,61,10.8196721311,134,7.20895522388,4.5
I_2013-10-08_298,G_2013-10-08_15,rpermute,{'rfrac': 0.25},8250638145805712202,shortestpaths,{},0.247191011236,22,305,78,23.8461538462,71,13.1830985915,169,8.27218934911,6
I_2013-10-08_299,G_2013-10-08_15,rpermute,{'rfrac': 0.25},-2824185023249336801,shortestpaths,{},0.247191011236,22,303,71,25.2394366197,65,13.3538461538,151,8.80794701987,7
I_2013-10-08_300,G_2013-10-08_15,rpermute,{'rfrac': 0.25},5814452704803503730,shortestpaths,{},0.247191011236,22,286,71,25.6338028169,66,13.5757575758,148,9.17567567568,7.0
I_2013-10-08_301,G_2013-10-08_15,rpermute,{'rfrac': 0.3},8842382372543936488,shortestpaths,{},0.303370786517,27,459,77,36.1558441558,75,18.4,183,11.3770491803,10
I_2013-10-08_302,G_2013-10-08_15,rpermute,{'rfrac': 0.3},2819560384768520335,shortestpaths,{},0.303370786517,27,450,82,33.487804878,76,17.6578947368,191,10.7015706806,8
I_2013-10-08_303,G_2013-10-08_15,rpermute,{'rfrac': 0.3},7480751008502449189,shortestpaths,{},0.303370786517,27,442,77,36.3376623377,69,20.2028985507,177,11.8418079096,9
I_2013-10-08_304,G_2013-10-08_15,rpermute,{'rfrac': 0.35},-2233034959521675731,shortestpaths,{},0.348314606742,31,590,73,49.6438356164,67,26.328358209,165,16.3272727273,11
I_2013-10-08_305,G_2013-10-08_15,rpermute,{'rfrac': 0.35},-2134923417053512688,shortestpaths,{},0.348314606742,31,580,79,46.0506329114,74,24.027027027,187,14.4812834225,11
I_2013-10-08_306,G_2013-10-08_15,rpermute,{'rfrac': 0.35},6034243209929019747,shortestpaths,{},0.348314606742,31,589,79,45.1392405063,73,23.3698630137,185,14.2486486486,11
I_2013-10-08_307,G_2013-10-08_15,rpermute,{'rfrac': 0.4},-6940235808838873315,shortestpaths,{},0.404494382022,36,788,83,60.3373493976,78,31.8974358974,201,18.6467661692,15
I_2013-10-08_308,G_2013-10-08_15,rpermute,{'rfrac': 0.4},-1554564676577290098,shortestpaths,{},0.404494382022,36,825,82,59.6097560976,78,30.358974359,200,18.14,15.0
I_2013-10-08_309,G_2013-10-08_15,rpermute,{'rfrac': 0.4},-6711163087462647800,shortestpaths,{},0.404494382022,36,813,82,60.6829268293,78,31.4871794872,191,19.4554973822,18
I_2013-10-08_310,G_2013-10-08_15,rpermute,{'rfrac': 0.45},-2927061944975037917,shortestpaths,{},0.449438202247,40,993,87,72.0459770115,78,40.358974359,212,22.2075471698,18.0
I_2013-10-08_311,G_2013-10-08_15,rpermute,{'rfrac': 0.45},8775226711238844327,shortestpaths,{},0.449438202247,40,1016,83,73.6385542169,79,37.8734177215,204,22.3137254902,18.0
I_2013-10-08_312,G_2013-10-08_15,rpermute,{'rfrac': 0.45},-1997467865630464549,shortestpaths,{},0.449438202247,40,1009,84,73.2619047619,79,38.4050632911,206,22.3009708738,20.5
I_2013-10-08_313,G_2013-10-08_15,rpermute,{'rfrac': 0.5},-1332775550884069727,shortestpaths,{},0.505617977528,45,1255,80,95.425,79,46.5063291139,194,29.1443298969,27.0
I_2013-10-08_314,G_2013-10-08_15,rpermute,{'rfrac': 0.5},-4358745509154404785,shortestpaths,{},0.505617977528,45,1298,85,90.9647058824,79,47.746835443,213,27.0046948357,24
I_2013-10-08_315,G_2013-10-08_15,rpermute,{'rfrac': 0.5},-5506902253780973042,shortestpaths,{},0.505617977528,45,1263,85,90.4705882353,84,44.4047619048,208,27.4519230769,24.0
I_2013-10-08_316,G_2013-10-08_16,rpermute,{'rfrac': 0.2},-2292199870268074272,shortestpaths,{},0.195652173913,18,200,65,18.5230769231,61,9.70491803279,127,7.07086614173,5
I_2013-10-08_317,G_2013-10-08_16,rpermute,{'rfrac': 0.2},4767813177766834589,shortestpaths,{},0.195652173913,18,193,65,18.4923076923,60,9.83333333333,133,6.73684210526,5
I_2013-10-08_318,G_2013-10-08_16,rpermute,{'rfrac': 0.2},4487125127102315417,shortestpaths,{},0.195652173913,18,199,64,18.53125,58,9.89655172414,130,6.76923076923,5.0
I_2013-10-08_319,G_2013-10-08_16,rpermute,{'rfrac': 0.25},-6132020454107973918,shortestpaths,{},0.25,23,328,67,29.7313432836,62,15.8064516129,146,10.1780821918,7.0
I_2013-10-08_320,G_2013-10-08_16,rpermute,{'rfrac': 0.25},-4100312189127115966,shortestpaths,{},0.25,23,325,69,29.3623188406,63,16.0952380952,148,10.2702702703,8.0
I_2013-10-08_321,G_2013-10-08_16,rpermute,{'rfrac': 0.25},2630376693599534856,shortestpaths,{},0.25,23,312,69,29.3913043478,60,16.9333333333,148,10.2837837838,7.0
I_2013-10-08_322,G_2013-10-08_16,rpermute,{'rfrac': 0.3},6669685379502739011,shortestpaths,{},0.304347826087,28,489,73,40.4109589041,69,20.8405797101,157,13.974522293,11
I_2013-10-08_323,G_2013-10-08_16,rpermute,{'rfrac': 0.3},-4656660368738639024,shortestpaths,{},0.304347826087,28,476,75,40.6933333333,67,22.9850746269,166,13.8313253012,10.5
I_2013-10-08_324,G_2013-10-08_16,rpermute,{'rfrac': 0.3},2435332811249616325,shortestpaths,{},0.304347826087,28,475,76,41.5,70,23.4571428571,167,14.3592814371,11
I_2013-10-08_325,G_2013-10-08_16,rpermute,{'rfrac': 0.35},-8752541987551694537,shortestpaths,{},0.347826086957,32,625,81,50.2716049383,74,28.2162162162,183,16.8306010929,13
I_2013-10-08_326,G_2013-10-08_16,rpermute,{'rfrac': 0.35},-1438300613531849127,shortestpaths,{},0.347826086957,32,627,81,52.2469135802,73,30.7945205479,178,18.202247191,16.5
I_2013-10-08_327,G_2013-10-08_16,rpermute,{'rfrac': 0.35},77191384885233223,shortestpaths,{},0.347826086957,32,630,78,51.7948717949,73,28.1643835616,176,17.3181818182,15.0
I_2013-10-08_328,G_2013-10-08_16,rpermute,{'rfrac': 0.4},-5608304680580557117,shortestpaths,{},0.402173913043,37,841,81,67.6790123457,72,39.1388888889,182,22.8021978022,18.0
I_2013-10-08_329,G_2013-10-08_16,rpermute,{'rfrac': 0.4},6830182752716196644,shortestpaths,{},0.402173913043,37,860,84,65.5476190476,76,37.3947368421,195,21.4051282051,17
I_2013-10-08_330,G_2013-10-08_16,rpermute,{'rfrac': 0.4},6105073870859371234,shortestpaths,{},0.402173913043,37,864,81,66.6913580247,74,37.0,191,21.3089005236,19
I_2013-10-08_331,G_2013-10-08_16,rpermute,{'rfrac': 0.45},2602058385813104578,shortestpaths,{},0.445652173913,41,1055,84,79.5952380952,73,46.6575342466,190,26.5578947368,20.5
I_2013-10-08_332,G_2013-10-08_16,rpermute,{'rfrac': 0.45},-4642138005426968137,shortestpaths,{},0.445652173913,41,1059,84,76.9285714286,76,41.8684210526,191,25.2460732984,24
I_2013-10-08_333,G_2013-10-08_16,rpermute,{'rfrac': 0.45},-5300889502227785707,shortestpaths,{},0.445652173913,41,1058,84,79.4047619048,79,42.9113924051,192,26.1979166667,23.0
I_2013-10-08_334,G_2013-10-08_16,rpermute,{'rfrac': 0.5},3748581346028564719,shortestpaths,{},0.5,46,1319,83,98.9156626506,78,52.1794871795,196,31.3265306122,29.0
I_2013-10-08_335,G_2013-10-08_16,rpermute,{'rfrac': 0.5},337610578048249062,shortestpaths,{},0.5,46,1341,83,97.3975903614,80,49.3,198,30.3737373737,28.0
I_2013-10-08_336,G_2013-10-08_16,rpermute,{'rfrac': 0.5},2856898586804578631,shortestpaths,{},0.5,46,1311,86,98.7441860465,79,55.0886075949,201,31.9502487562,31
I_2013-10-08_337,G_2013-10-08_17,rpermute,{'rfrac': 0.2},2926187952642044647,shortestpaths,{},0.20202020202,20,240,72,21.3888888889,65,12.0,138,8.40579710145,6.0
I_2013-10-08_338,G_2013-10-08_17,rpermute,{'rfrac': 0.2},8637010616334591079,shortestpaths,{},0.20202020202,20,235,73,21.0410958904,65,11.9384615385,142,8.14084507042,5.0
I_2013-10-08_339,G_2013-10-08_17,rpermute,{'rfrac': 0.2},-1127530612293194011,shortestpaths,{},0.20202020202,20,236,73,21.1506849315,66,11.8787878788,148,7.86486486486,6.0
I_2013-10-08_340,G_2013-10-08_17,rpermute,{'rfrac': 0.25},-1368750124879635808,shortestpaths,{},0.252525252525,25,393,83,32.0,73,19.9452054795,168,12.2380952381,9.0
I_2013-10-08_341,G_2013-10-08_17,rpermute,{'rfrac': 0.25},-1178730751678709733,shortestpaths,{},0.252525252525,25,383,76,32.6842105263,71,18.0845070423,154,12.2337662338,9.5
I_2013-10-08_342,G_2013-10-08_17,rpermute,{'rfrac': 0.25},-8444674655954847086,shortestpaths,{},0.252525252525,25,399,85,30.8941176471,73,19.5342465753,181,11.1933701657,9
I_2013-10-08_343,G_2013-10-08_17,rpermute,{'rfrac': 0.3},-7250845815176348780,shortestpaths,{},0.30303030303,30,562,84,41.8571428571,80,22.2,176,15.0340909091,12.0
I_2013-10-08_344,G_2013-10-08_17,rpermute,{'rfrac': 0.3},3434569731964336910,shortestpaths,{},0.30303030303,30,553,83,43.3012048193,79,23.4683544304,172,15.8372093023,13.0
I_2013-10-08_345,G_2013-10-08_17,rpermute,{'rfrac': 0.3},-3463870221428480415,shortestpaths,{},0.30303030303,30,555,83,42.8192771084,79,22.9620253165,186,14.4301075269,12.0
I_2013-10-08_346,G_2013-10-08_17,rpermute,{'rfrac': 0.35},1096429594152503525,shortestpaths,{},0.353535353535,35,747,90,54.3111111111,86,29.1627906977,196,18.8673469388,15.0
I_2013-10-08_347,G_2013-10-08_17,rpermute,{'rfrac': 0.35},-3550916436943307049,shortestpaths,{},0.353535353535,35,742,85,57.3176470588,79,31.5443037975,182,20.2307692308,15.5
I_2013-10-08_348,G_2013-10-08_17,rpermute,{'rfrac': 0.35},-5999948796301442557,shortestpaths,{},0.353535353535,35,768,92,55.4782608696,83,32.8192771084,208,18.8173076923,14.0
I_2013-10-08_349,G_2013-10-08_17,rpermute,{'rfrac': 0.4},6024951146582897121,shortestpaths,{},0.40404040404,40,990,91,71.8021978022,87,39.2413793103,200,24.87,24.0
I_2013-10-08_350,G_2013-10-08_17,rpermute,{'rfrac': 0.4},6616625330594342873,shortestpaths,{},0.40404040404,40,998,89,73.595505618,86,39.8837209302,200,24.95,21.0
I_2013-10-08_351,G_2013-10-08_17,rpermute,{'rfrac': 0.4},-8152866663826220285,shortestpaths,{},0.40404040404,40,980,82,79.512195122,77,44.1558441558,175,28.3428571429,26
I_2013-10-08_352,G_2013-10-08_17,rpermute,{'rfrac': 0.45},5853167437221713364,shortestpaths,{},0.454545454545,45,1252,89,92.3370786517,84,50.6904761905,203,30.7290640394,27
I_2013-10-08_353,G_2013-10-08_17,rpermute,{'rfrac': 0.45},2680883655812526921,shortestpaths,{},0.454545454545,45,1247,95,88.0631578947,91,48.4175824176,213,29.9812206573,28
I_2013-10-08_354,G_2013-10-08_17,rpermute,{'rfrac': 0.45},4660993491403619136,shortestpaths,{},0.454545454545,45,1267,94,88.7234042553,89,49.2134831461,214,29.7196261682,26.5
I_2013-10-08_355,G_2013-10-08_17,rpermute,{'rfrac': 0.5},179633718293487017,shortestpaths,{},0.505050505051,50,1538,92,110.217391304,86,60.9302325581,208,36.9711538462,36.0
I_2013-10-08_356,G_2013-10-08_17,rpermute,{'rfrac': 0.5},-6795047002717204570,shortestpaths,{},0.505050505051,50,1574,93,109.182795699,87,60.3908045977,213,36.1690140845,34
I_2013-10-08_357,G_2013-10-08_17,rpermute,{'rfrac': 0.5},-8671156841973664680,shortestpaths,{},0.505050505051,50,1567,97,107.958762887,92,60.5652173913,217,36.9677419355,34
I_2013-10-08_358,G_2013-10-08_18,rpermute,{'rfrac': 0.2},154052389076359657,shortestpaths,{},0.2,4,7,12,4.16666666667,9,2.88888888889,13,2.92307692308,3
I_2013-10-08_359,G_2013-10-08_18,rpermute,{'rfrac': 0.2},-2765237738107262671,shortestpaths,{},0.2,4,7,9,4.44444444444,6,2.66666666667,10,2.8,2.5
I_2013-10-08_360,G_2013-10-08_18,rpermute,{'rfrac': 0.2},7688404084317802189,shortestpaths,{},0.2,4,6,8,5.5,5,4.0,8,4.0,4.0
I_2013-10-08_361,G_2013-10-08_18,rpermute,{'rfrac': 0.25},-4641650040142488090,shortestpaths,{},0.25,5,11,9,7.11111111111,6,4.0,12,3.66666666667,4.0
I_2013-10-08_362,G_2013-10-08_18,rpermute,{'rfrac': 0.25},7286308509852139244,shortestpaths,{},0.25,5,13,14,5.42857142857,11,3.27272727273,19,2.94736842105,3
I_2013-10-08_363,G_2013-10-08_18,rpermute,{'rfrac': 0.25},6877134744381213501,shortestpaths,{},0.25,5,10,9,6.44444444444,7,2.57142857143,10,3.8,2.0
I_2013-10-08_364,G_2013-10-08_18,rpermute,{'rfrac': 0.3},1515560738102221402,shortestpaths,{},0.3,6,20,17,6.82352941176,12,4.66666666667,27,3.18518518519,3
I_2013-10-08_365,G_2013-10-08_18,rpermute,{'rfrac': 0.3},553055893779237380,shortestpaths,{},0.3,6,18,13,7.84615384615,9,4.66666666667,18,4.0,3.5
I_2013-10-08_366,G_2013-10-08_18,rpermute,{'rfrac': 0.3},-8914346744741763230,shortestpaths,{},0.3,6,17,14,7.28571428571,11,3.81818181818,19,3.78947368421,3
I_2013-10-08_367,G_2013-10-08_18,rpermute,{'rfrac': 0.35},3068997412662996698,shortestpaths,{},0.35,7,23,15,8.8,11,4.36363636364,22,4.09090909091,3.0
I_2013-10-08_368,G_2013-10-08_18,rpermute,{'rfrac': 0.35},-5770563055932705649,shortestpaths,{},0.35,7,23,15,8.4,11,3.81818181818,23,3.65217391304,2
I_2013-10-08_369,G_2013-10-08_18,rpermute,{'rfrac': 0.35},-1648863512234013958,shortestpaths,{},0.35,7,26,14,10.0,10,5.6,20,4.9,3.0
I_2013-10-08_370,G_2013-10-08_18,rpermute,{'rfrac': 0.4},2945846391208230195,shortestpaths,{},0.4,8,33,15,12.6666666667,11,7.09090909091,23,5.82608695652,6
I_2013-10-08_371,G_2013-10-08_18,rpermute,{'rfrac': 0.4},8281480672123715258,shortestpaths,{},0.4,8,33,16,11.625,13,5.69230769231,25,5.2,4
I_2013-10-08_372,G_2013-10-08_18,rpermute,{'rfrac': 0.4},-4081020050033795191,shortestpaths,{},0.4,8,34,15,11.4666666667,14,4.28571428571,25,4.64,4
I_2013-10-08_373,G_2013-10-08_18,rpermute,{'rfrac': 0.45},2220182955865637363,shortestpaths,{},0.45,9,42,17,14.2352941176,14,7.0,30,5.66666666667,4.5
I_2013-10-08_374,G_2013-10-08_18,rpermute,{'rfrac': 0.45},8604131003183600406,shortestpaths,{},0.45,9,44,17,14.3529411765,14,7.14285714286,29,5.93103448276,6
I_2013-10-08_375,G_2013-10-08_18,rpermute,{'rfrac': 0.45},8785136888095453624,shortestpaths,{},0.45,9,43,17,14.3529411765,14,7.14285714286,26,6.61538461538,6.5
I_2013-10-08_376,G_2013-10-08_18,rpermute,{'rfrac': 0.5},-7707235384181704870,shortestpaths,{},0.5,10,56,19,16.4210526316,16,8.25,33,6.72727272727,7
I_2013-10-08_377,G_2013-10-08_18,rpermute,{'rfrac': 0.5},-6920349330717998522,shortestpaths,{},0.5,10,50,17,16.0,15,6.13333333333,29,6.27586206897,6
I_2013-10-08_378,G_2013-10-08_18,rpermute,{'rfrac': 0.5},1107143142463603200,shortestpaths,{},0.5,10,48,17,17.2941176471,11,10.3636363636,28,7.28571428571,4.5
I_2013-10-08_379,G_2013-10-08_19,rpermute,{'rfrac': 0.2},5073732641628042210,shortestpaths,{},0.222222222222,4,6,6,7.66666666667,3,7.33333333333,5,6.8,6
I_2013-10-08_380,G_2013-10-08_19,rpermute,{'rfrac': 0.2},-7537281080887205389,shortestpaths,{},0.222222222222,4,6,5,7.6,2,7.0,4,6.5,6.0
I_2013-10-08_381,G_2013-10-08_19,rpermute,{'rfrac': 0.2},-2572092390125800347,shortestpaths,{},0.222222222222,4,7,9,5.55555555556,6,4.33333333333,9,4.22222222222,5
I_2013-10-08_382,G_2013-10-08_19,rpermute,{'rfrac': 0.25},-5367339443370993685,shortestpaths,{},0.277777777778,5,11,14,8.14285714286,10,7.4,15,6.26666666667,6
I_2013-10-08_383,G_2013-10-08_19,rpermute,{'rfrac': 0.25},-9153977681541051352,shortestpaths,{},0.277777777778,5,11,8,9.0,4,8.0,8,6.5,8.0
I_2013-10-08_384,G_2013-10-08_19,rpermute,{'rfrac': 0.25},-5599183944393722617,shortestpaths,{},0.277777777778,5,12,9,8.0,5,6.4,10,5.2,6.0
I_2013-10-08_385,G_2013-10-08_19,rpermute,{'rfrac': 0.3},-7427696943673179991,shortestpaths,{},0.277777777778,5,10,12,8.5,9,6.88888888889,12,6.83333333333,6.0
I_2013-10-08_386,G_2013-10-08_19,rpermute,{'rfrac': 0.3},-7893734736587659403,shortestpaths,{},0.277777777778,5,10,12,7.83333333333,9,6.0,12,6.16666666667,7.0
I_2013-10-08_387,G_2013-10-08_19,rpermute,{'rfrac': 0.3},8172470082440811645,shortestpaths,{},0.277777777778,5,11,11,8.0,7,6.85714285714,11,6.18181818182,8
I_2013-10-08_388,G_2013-10-08_19,rpermute,{'rfrac': 0.35},767292738401404932,shortestpaths,{},0.333333333333,6,15,12,11.5,9,8.66666666667,12,9.0,10.0
I_2013-10-08_389,G_2013-10-08_19,rpermute,{'rfrac': 0.35},-856685284714814713,shortestpaths,{},0.333333333333,6,15,13,10.7692307692,11,7.27272727273,14,7.85714285714,8.0
I_2013-10-08_390,G_2013-10-08_19,rpermute,{'rfrac': 0.35},754394582390169031,shortestpaths,{},0.333333333333,6,15,12,11.5,9,8.66666666667,12,9.0,10.0
I_2013-10-08_391,G_2013-10-08_19,rpermute,{'rfrac': 0.4},-5885287520169157850,shortestpaths,{},0.388888888889,7,21,12,15.1666666667,9,10.8888888889,12,11.6666666667,12.0
I_2013-10-08_392,G_2013-10-08_19,rpermute,{'rfrac': 0.4},8400608327614134506,shortestpaths,{},0.388888888889,7,22,12,13.5,9,8.66666666667,13,9.23076923077,11
I_2013-10-08_393,G_2013-10-08_19,rpermute,{'rfrac': 0.4},8599379120828131424,shortestpaths,{},0.388888888889,7,24,12,11.6666666667,8,7.0,14,7.0,6.0
I_2013-10-08_394,G_2013-10-08_19,rpermute,{'rfrac': 0.45},-1198490294846696767,shortestpaths,{},0.444444444444,8,30,13,16.9230769231,7,15.4285714286,14,11.7142857143,12.0
I_2013-10-08_395,G_2013-10-08_19,rpermute,{'rfrac': 0.45},8026376159783795562,shortestpaths,{},0.444444444444,8,31,13,15.6923076923,9,10.2222222222,15,9.86666666667,9
I_2013-10-08_396,G_2013-10-08_19,rpermute,{'rfrac': 0.45},-428894069816948636,shortestpaths,{},0.444444444444,8,29,14,16.7142857143,10,12.2,15,11.8666666667,14
I_2013-10-08_397,G_2013-10-08_19,rpermute,{'rfrac': 0.5},-3526293976905250411,shortestpaths,{},0.5,9,36,13,23.3846153846,9,17.7777777778,13,17.8461538462,16
I_2013-10-08_398,G_2013-10-08_19,rpermute,{'rfrac': 0.5},2972035676917603247,shortestpaths,{},0.5,9,36,15,20.6666666667,10,16.6,16,14.875,16.0
I_2013-10-08_399,G_2013-10-08_19,rpermute,{'rfrac': 0.5},7076082849025911437,shortestpaths,{},0.5,9,39,15,22.4,12,16.0,16,16.5,16.0
I_2013-10-08_400,G_2013-10-08_20,rpermute,{'rfrac': 0.2},-3771954416522512744,shortestpaths,{},0.2,5,11,8,7.0,5,3.2,10,3.6,4.0
I_2013-10-08_401,G_2013-10-08_20,rpermute,{'rfrac': 0.2},4633724044951865408,shortestpaths,{},0.2,5,14,11,6.90909090909,7,5.14285714286,14,4.0,3.5
I_2013-10-08_402,G_2013-10-08_20,rpermute,{'rfrac': 0.2},-3148476791276124815,shortestpaths,{},0.2,5,12,17,4.58823529412,13,2.92307692308,23,2.52173913043,2
I_2013-10-08_403,G_2013-10-08_20,rpermute,{'rfrac': 0.25},-3483563282122738888,shortestpaths,{},0.24,6,16,16,6.75,13,3.69230769231,20,3.9,4.0
I_2013-10-08_404,G_2013-10-08_20,rpermute,{'rfrac': 0.25},6857620986361692430,shortestpaths,{},0.24,6,18,12,8.0,8,4.5,18,3.66666666667,3.0
I_2013-10-08_405,G_2013-10-08_20,rpermute,{'rfrac': 0.25},-6411725037096075416,shortestpaths,{},0.24,6,19,14,7.71428571429,8,6.0,19,4.10526315789,4
I_2013-10-08_406,G_2013-10-08_20,rpermute,{'rfrac': 0.3},756472905640632418,shortestpaths,{},0.32,8,35,17,13.1764705882,12,9.33333333333,23,7.30434782609,7
I_2013-10-08_407,G_2013-10-08_20,rpermute,{'rfrac': 0.3},6238979431187736974,shortestpaths,{},0.32,8,35,20,10.9,14,7.57142857143,30,5.4,5.0
I_2013-10-08_408,G_2013-10-08_20,rpermute,{'rfrac': 0.3},632798913942133060,shortestpaths,{},0.32,8,33,17,11.2941176471,12,6.66666666667,25,5.44,6
I_2013-10-08_409,G_2013-10-08_20,rpermute,{'rfrac': 0.35},-2166824591259577222,shortestpaths,{},0.36,9,46,19,14.0,16,7.625,28,6.92857142857,6.5
I_2013-10-08_410,G_2013-10-08_20,rpermute,{'rfrac': 0.35},5539097219370970956,shortestpaths,{},0.36,9,48,19,13.0526315789,14,7.42857142857,30,5.86666666667,5.0
I_2013-10-08_411,G_2013-10-08_20,rpermute,{'rfrac': 0.35},6403753667424550164,shortestpaths,{},0.36,9,43,18,15.2222222222,16,8.125,27,7.48148148148,7
I_2013-10-08_412,G_2013-10-08_20,rpermute,{'rfrac': 0.4},8562450932865300230,shortestpaths,{},0.4,10,54,18,18.2222222222,15,9.86666666667,27,8.81481481481,6
I_2013-10-08_413,G_2013-10-08_20,rpermute,{'rfrac': 0.4},3669154568251815880,shortestpaths,{},0.4,10,58,20,16.8,16,9.75,31,7.93548387097,5
I_2013-10-08_414,G_2013-10-08_20,rpermute,{'rfrac': 0.4},-2184865841112174918,shortestpaths,{},0.4,10,52,17,17.1764705882,15,7.46666666667,26,7.76923076923,7.0
I_2013-10-08_415,G_2013-10-08_20,rpermute,{'rfrac': 0.45},-8760497531110330435,shortestpaths,{},0.44,11,63,19,21.2631578947,14,13.1428571429,27,10.8888888889,8
I_2013-10-08_416,G_2013-10-08_20,rpermute,{'rfrac': 0.45},5213183545470002117,shortestpaths,{},0.44,11,67,22,18.1818181818,19,9.47368421053,33,8.78787878788,7
I_2013-10-08_417,G_2013-10-08_20,rpermute,{'rfrac': 0.45},6867530486908679366,shortestpaths,{},0.44,11,68,19,22.5263157895,14,14.8571428571,29,10.9655172414,11
I_2013-10-08_418,G_2013-10-08_20,rpermute,{'rfrac': 0.5},7363287772036773211,shortestpaths,{},0.52,13,97,20,29.1,16,16.875,31,13.7419354839,14
I_2013-10-08_419,G_2013-10-08_20,rpermute,{'rfrac': 0.5},-4172663731216021000,shortestpaths,{},0.52,13,98,22,25.5454545455,17,14.7058823529,35,11.6,11
I_2013-10-08_420,G_2013-10-08_20,rpermute,{'rfrac': 0.5},-5546382495475485693,shortestpaths,{},0.52,13,95,21,26.8571428571,20,12.6,32,12.75,13.0
I_2013-10-08_421,G_2013-10-08_21,rpermute,{'rfrac': 0.2},-1520566460636897081,shortestpaths,{},0.217391304348,5,10,9,7.33333333333,5,5.2,10,4.6,5.0
I_2013-10-08_422,G_2013-10-08_21,rpermute,{'rfrac': 0.2},-2453506230703684728,shortestpaths,{},0.217391304348,5,10,6,8.66666666667,3,4.0,7,4.57142857143,4
I_2013-10-08_423,G_2013-10-08_21,rpermute,{'rfrac': 0.2},-6794712907570901656,shortestpaths,{},0.217391304348,5,16,11,6.54545454545,6,5.33333333333,15,3.46666666667,3
I_2013-10-08_424,G_2013-10-08_21,rpermute,{'rfrac': 0.25},-3925395827465087593,shortestpaths,{},0.260869565217,6,20,13,8.15384615385,8,5.75,20,3.8,3.5
I_2013-10-08_425,G_2013-10-08_21,rpermute,{'rfrac': 0.25},585687107553771216,shortestpaths,{},0.260869565217,6,19,15,6.26666666667,10,3.4,22,2.90909090909,2.0
I_2013-10-08_426,G_2013-10-08_21,rpermute,{'rfrac': 0.25},2930676317358229966,shortestpaths,{},0.260869565217,6,19,14,8.28571428571,9,6.22222222222,20,4.3,4.0
I_2013-10-08_427,G_2013-10-08_21,rpermute,{'rfrac': 0.3},-2489050547061722871,shortestpaths,{},0.304347826087,7,24,16,10.75,10,8.8,22,5.90909090909,6.0
I_2013-10-08_428,G_2013-10-08_21,rpermute,{'rfrac': 0.3},-3981054320114768999,shortestpaths,{},0.304347826087,7,21,12,11.8333333333,6,9.66666666667,17,5.88235294118,4
I_2013-10-08_429,G_2013-10-08_21,rpermute,{'rfrac': 0.3},-6472171776666564203,shortestpaths,{},0.304347826087,7,24,15,10.0,12,5.5,23,4.69565217391,4
I_2013-10-08_430,G_2013-10-08_21,rpermute,{'rfrac': 0.35},3436622222639039954,shortestpaths,{},0.347826086957,8,30,14,12.7142857143,10,6.6,21,5.80952380952,7
I_2013-10-08_431,G_2013-10-08_21,rpermute,{'rfrac': 0.35},7383374988771350141,shortestpaths,{},0.347826086957,8,31,14,12.1428571429,12,4.83333333333,21,5.42857142857,5
I_2013-10-08_432,G_2013-10-08_21,rpermute,{'rfrac': 0.35},6878370348884919299,shortestpaths,{},0.347826086957,8,31,15,13.7333333333,9,10.4444444444,23,6.52173913043,6
I_2013-10-08_433,G_2013-10-08_21,rpermute,{'rfrac': 0.4},3717307537208798025,shortestpaths,{},0.391304347826,9,43,18,14.5555555556,15,7.86666666667,29,6.55172413793,4
I_2013-10-08_434,G_2013-10-08_21,rpermute,{'rfrac': 0.4},2435973420844341011,shortestpaths,{},0.391304347826,9,43,20,13.7,13,10.0,33,6.12121212121,6
I_2013-10-08_435,G_2013-10-08_21,rpermute,{'rfrac': 0.4},-7533132275675289176,shortestpaths,{},0.391304347826,9,45,16,15.625,12,8.83333333333,26,6.84615384615,7.0
