IID,GID,rfunc,rparams,rseed,pathfunc,pparams,rfrac,rsize,numpaths,nodesinrunion,nodeavgfreqinrunion,transitinrunion,transitavgfreqinrunion,edgesinrunion,edgeavgfreqinrunion,edgemedfreqinrunion
I_2013-10-08_728,G_2013-10-08_35,rpermute,{'rfrac': 0.4},-1686214745769706168,shortestpaths,{},0.40350877193,23,301,48,42.2916666667,44,23.1363636364,84,18.1428571429,11.5
I_2013-10-08_729,G_2013-10-08_35,rpermute,{'rfrac': 0.4},-4538935370352958539,shortestpaths,{},0.40350877193,23,307,49,43.9183673469,45,25.3333333333,84,19.5952380952,15.5
I_2013-10-08_730,G_2013-10-08_35,rpermute,{'rfrac': 0.45},-4710022385517046669,shortestpaths,{},0.456140350877,26,384,53,50.8301886792,50,27.88,92,22.2173913043,20.5
I_2013-10-08_731,G_2013-10-08_35,rpermute,{'rfrac': 0.45},4585233156841560660,shortestpaths,{},0.456140350877,26,397,54,54.7407407407,47,35.2340425532,98,23.5306122449,18.5
I_2013-10-08_732,G_2013-10-08_35,rpermute,{'rfrac': 0.45},1720359222554262643,shortestpaths,{},0.456140350877,26,390,50,53.92,48,29.0833333333,91,22.4835164835,19
I_2013-10-08_733,G_2013-10-08_35,rpermute,{'rfrac': 0.5},1599373437614138999,shortestpaths,{},0.508771929825,29,521,53,65.5094339623,49,37.7142857143,94,28.2978723404,28.0
I_2013-10-08_734,G_2013-10-08_35,rpermute,{'rfrac': 0.5},7358503134037707169,shortestpaths,{},0.508771929825,29,507,54,64.1851851852,51,36.1176470588,97,27.3608247423,27
I_2013-10-08_735,G_2013-10-08_35,rpermute,{'rfrac': 0.5},-4075435900500171469,shortestpaths,{},0.508771929825,29,491,52,65.7692307692,50,35.92,96,27.1666666667,22.0
I_2013-10-08_736,G_2013-10-08_36,rpermute,{'rfrac': 0.2},-3174388662152901235,shortestpaths,{},0.206349206349,13,91,39,15.3333333333,35,8.17142857143,68,6.5,5.0
I_2013-10-08_737,G_2013-10-08_36,rpermute,{'rfrac': 0.2},6239076371350844495,shortestpaths,{},0.206349206349,13,88,45,13.1555555556,39,7.17948717949,82,5.31707317073,4.0
I_2013-10-08_738,G_2013-10-08_36,rpermute,{'rfrac': 0.2},-7279237135127073134,shortestpaths,{},0.206349206349,13,100,37,15.7297297297,34,7.94117647059,62,6.87096774194,6.0
I_2013-10-08_739,G_2013-10-08_36,rpermute,{'rfrac': 0.25},-7517955873159309514,shortestpaths,{},0.253968253968,16,150,50,18.24,42,10.2857142857,101,6.65346534653,5
I_2013-10-08_740,G_2013-10-08_36,rpermute,{'rfrac': 0.25},-8330130445528522010,shortestpaths,{},0.253968253968,16,152,52,18.8461538462,44,11.3636363636,104,7.11538461538,6.0
I_2013-10-08_741,G_2013-10-08_36,rpermute,{'rfrac': 0.25},-3663650327037956458,shortestpaths,{},0.253968253968,16,150,40,21.85,36,10.9444444444,77,8.23376623377,5
I_2013-10-08_742,G_2013-10-08_36,rpermute,{'rfrac': 0.3},7259125787804627568,shortestpaths,{},0.301587301587,19,221,56,23.7142857143,54,11.9259259259,115,8.57391304348,7
I_2013-10-08_743,G_2013-10-08_36,rpermute,{'rfrac': 0.3},2710367943291112792,shortestpaths,{},0.301587301587,19,215,54,23.6666666667,51,11.6470588235,112,8.35714285714,7.0
I_2013-10-08_744,G_2013-10-08_36,rpermute,{'rfrac': 0.3},-4656943171029924204,shortestpaths,{},0.301587301587,19,224,60,22.5333333333,54,12.3703703704,129,7.82945736434,6
I_2013-10-08_745,G_2013-10-08_36,rpermute,{'rfrac': 0.35},-1856201807580319145,shortestpaths,{},0.349206349206,22,301,59,32.3389830508,55,17.8909090909,125,11.568,9
I_2013-10-08_746,G_2013-10-08_36,rpermute,{'rfrac': 0.35},-8199037669010246612,shortestpaths,{},0.349206349206,22,285,54,34.0740740741,50,18.32,112,12.3035714286,12.0
I_2013-10-08_747,G_2013-10-08_36,rpermute,{'rfrac': 0.35},7908136507947038105,shortestpaths,{},0.349206349206,22,292,56,32.5357142857,51,17.6078431373,117,11.6239316239,10
I_2013-10-08_748,G_2013-10-08_36,rpermute,{'rfrac': 0.4},242610666266881470,shortestpaths,{},0.396825396825,25,375,57,40.5964912281,54,20.6296296296,121,14.1652892562,11
I_2013-10-08_749,G_2013-10-08_36,rpermute,{'rfrac': 0.4},3423172655474630928,shortestpaths,{},0.396825396825,25,384,61,39.4098360656,57,21.1228070175,135,13.362962963,11
I_2013-10-08_750,G_2013-10-08_36,rpermute,{'rfrac': 0.4},5592429482848235186,shortestpaths,{},0.396825396825,25,377,56,41.0357142857,54,20.3333333333,117,14.5128205128,12
I_2013-10-08_751,G_2013-10-08_36,rpermute,{'rfrac': 0.45},4110371579270797809,shortestpaths,{},0.444444444444,28,471,57,51.5087719298,56,25.4285714286,126,17.3015873016,15.5
I_2013-10-08_752,G_2013-10-08_36,rpermute,{'rfrac': 0.45},-6096208438709752849,shortestpaths,{},0.444444444444,28,475,61,46.8524590164,60,22.4333333333,140,15.0142857143,13.0
I_2013-10-08_753,G_2013-10-08_36,rpermute,{'rfrac': 0.45},-402197779054326758,shortestpaths,{},0.444444444444,28,476,57,50.350877193,55,24.6909090909,127,16.6456692913,17
I_2013-10-08_754,G_2013-10-08_36,rpermute,{'rfrac': 0.5},-3690965148956767411,shortestpaths,{},0.507936507937,32,623,63,61.5555555556,60,31.5666666667,143,20.1818181818,20
I_2013-10-08_755,G_2013-10-08_36,rpermute,{'rfrac': 0.5},7954804174552700571,shortestpaths,{},0.507936507937,32,616,59,61.5254237288,57,28.8771929825,136,19.3970588235,19.5
I_2013-10-08_756,G_2013-10-08_36,rpermute,{'rfrac': 0.5},-2159617480666974754,shortestpaths,{},0.507936507937,32,615,62,62.0322580645,59,31.5593220339,145,19.6827586207,16
I_2013-10-08_757,G_2013-10-08_37,rpermute,{'rfrac': 0.2},4649956587461349354,shortestpaths,{},0.2,13,104,48,12.5833333333,43,6.79069767442,90,4.97777777778,4.0
I_2013-10-08_758,G_2013-10-08_37,rpermute,{'rfrac': 0.2},4273764442138705216,shortestpaths,{},0.2,13,101,51,13.6078431373,41,9.31707317073,99,5.43434343434,4
I_2013-10-08_759,G_2013-10-08_37,rpermute,{'rfrac': 0.2},-1965268397572383793,shortestpaths,{},0.2,13,107,44,14.5,40,8.15,76,6.34210526316,5.0
I_2013-10-08_760,G_2013-10-08_37,rpermute,{'rfrac': 0.25},601591916589027923,shortestpaths,{},0.246153846154,16,155,45,21.5111111111,39,12.5128205128,89,8.1797752809,6
I_2013-10-08_761,G_2013-10-08_37,rpermute,{'rfrac': 0.25},-6770498776974807768,shortestpaths,{},0.246153846154,16,151,51,20.7843137255,42,13.8095238095,93,8.81720430108,7
I_2013-10-08_762,G_2013-10-08_37,rpermute,{'rfrac': 0.25},4054561380220761477,shortestpaths,{},0.246153846154,16,150,50,21.12,40,14.4,89,9.16853932584,7
I_2013-10-08_763,G_2013-10-08_37,rpermute,{'rfrac': 0.3},-7488504649011926596,shortestpaths,{},0.307692307692,20,248,53,29.5849056604,47,17.1914893617,105,11.3142857143,9
I_2013-10-08_764,G_2013-10-08_37,rpermute,{'rfrac': 0.3},6185702042916633330,shortestpaths,{},0.307692307692,20,244,59,28.0,53,16.8301886792,115,11.0608695652,9
I_2013-10-08_765,G_2013-10-08_37,rpermute,{'rfrac': 0.3},-6431783423240285296,shortestpaths,{},0.307692307692,20,242,49,32.7755102041,45,18.8,91,13.4725274725,10
I_2013-10-08_766,G_2013-10-08_37,rpermute,{'rfrac': 0.35},4340146425285744099,shortestpaths,{},0.353846153846,23,322,60,35.4,54,20.5925925926,121,13.3719008264,10
I_2013-10-08_767,G_2013-10-08_37,rpermute,{'rfrac': 0.35},-1432346215187754677,shortestpaths,{},0.353846153846,23,333,58,37.4137931034,53,21.8490566038,119,13.9831932773,12
I_2013-10-08_768,G_2013-10-08_37,rpermute,{'rfrac': 0.35},4870432441145105146,shortestpaths,{},0.353846153846,23,321,57,36.9122807018,52,21.0,106,15.0754716981,11.0
I_2013-10-08_769,G_2013-10-08_37,rpermute,{'rfrac': 0.4},1191225664649104466,shortestpaths,{},0.4,26,400,60,48.7,51,31.8039215686,121,18.7768595041,14
I_2013-10-08_770,G_2013-10-08_37,rpermute,{'rfrac': 0.4},839568729780788976,shortestpaths,{},0.4,26,401,57,47.4736842105,53,26.5283018868,117,17.5726495726,14
I_2013-10-08_771,G_2013-10-08_37,rpermute,{'rfrac': 0.4},8821833955193535236,shortestpaths,{},0.4,26,412,57,48.9122807018,51,29.1764705882,113,18.9203539823,16
I_2013-10-08_772,G_2013-10-08_37,rpermute,{'rfrac': 0.45},-8707602117863312103,shortestpaths,{},0.446153846154,29,522,62,56.0,55,33.6,129,20.6201550388,19
I_2013-10-08_773,G_2013-10-08_37,rpermute,{'rfrac': 0.45},-664608449883026217,shortestpaths,{},0.446153846154,29,518,59,57.2203389831,56,31.2857142857,124,20.6774193548,19.5
I_2013-10-08_774,G_2013-10-08_37,rpermute,{'rfrac': 0.45},4363846413713251097,shortestpaths,{},0.446153846154,29,517,60,57.7333333333,56,32.8571428571,127,20.8818897638,20
I_2013-10-08_775,G_2013-10-08_37,rpermute,{'rfrac': 0.5},-1983655193494063240,shortestpaths,{},0.507692307692,33,666,63,72.9841269841,57,43.6140350877,128,27.671875,24.0
I_2013-10-08_776,G_2013-10-08_37,rpermute,{'rfrac': 0.5},7740363818319248825,shortestpaths,{},0.507692307692,33,672,62,73.5806451613,55,44.5454545455,129,27.1782945736,26
I_2013-10-08_777,G_2013-10-08_37,rpermute,{'rfrac': 0.5},8177830673011027458,shortestpaths,{},0.507692307692,33,657,62,71.0967741935,56,41.0,128,26.1875,23.5
I_2013-10-08_778,G_2013-10-08_38,rpermute,{'rfrac': 0.2},-7095136910548470254,shortestpaths,{},0.202898550725,14,113,47,15.3191489362,38,9.36842105263,83,6.48192771084,5
I_2013-10-08_779,G_2013-10-08_38,rpermute,{'rfrac': 0.2},7074872923222411602,shortestpaths,{},0.202898550725,14,113,49,15.1836734694,44,8.63636363636,89,6.31460674157,5
I_2013-10-08_780,G_2013-10-08_38,rpermute,{'rfrac': 0.2},6704103848187252209,shortestpaths,{},0.202898550725,14,111,46,15.3043478261,41,8.29268292683,90,5.8,5.0
I_2013-10-08_781,G_2013-10-08_38,rpermute,{'rfrac': 0.25},-1935135811919133057,shortestpaths,{},0.246376811594,17,166,58,19.5517241379,48,12.2916666667,114,7.56140350877,6.0
I_2013-10-08_782,G_2013-10-08_38,rpermute,{'rfrac': 0.25},7983845888032805437,shortestpaths,{},0.246376811594,17,163,50,21.72,44,12.3181818182,91,8.94505494505,7
I_2013-10-08_783,G_2013-10-08_38,rpermute,{'rfrac': 0.25},2019086173141959377,shortestpaths,{},0.246376811594,17,170,54,19.9259259259,51,10.431372549,106,7.58490566038,6.0
I_2013-10-08_784,G_2013-10-08_38,rpermute,{'rfrac': 0.3},2674156771106903142,shortestpaths,{},0.304347826087,21,260,60,26.8333333333,52,14.8076923077,123,9.67479674797,8
I_2013-10-08_785,G_2013-10-08_38,rpermute,{'rfrac': 0.3},-7566710423284788052,shortestpaths,{},0.304347826087,21,263,59,28.4745762712,53,15.8490566038,116,10.8620689655,8.5
I_2013-10-08_786,G_2013-10-08_38,rpermute,{'rfrac': 0.3},-3030121959140526488,shortestpaths,{},0.304347826087,21,253,56,28.7857142857,50,15.44,111,10.7387387387,9
I_2013-10-08_787,G_2013-10-08_38,rpermute,{'rfrac': 0.35},-4830310519356537161,shortestpaths,{},0.347826086957,24,340,61,36.3278688525,57,19.5087719298,126,13.2063492063,11.0
I_2013-10-08_788,G_2013-10-08_38,rpermute,{'rfrac': 0.35},6729447498362017619,shortestpaths,{},0.347826086957,24,336,58,37.3448275862,53,20.0377358491,114,14.1578947368,13.5
I_2013-10-08_789,G_2013-10-08_38,rpermute,{'rfrac': 0.35},-3656998315398692553,shortestpaths,{},0.347826086957,24,346,59,37.0847457627,53,20.4528301887,127,12.8818897638,12
I_2013-10-08_790,G_2013-10-08_38,rpermute,{'rfrac': 0.4},-8508857189990614444,shortestpaths,{},0.405797101449,28,461,66,44.4545454545,61,23.3114754098,138,15.7826086957,13.5
I_2013-10-08_791,G_2013-10-08_38,rpermute,{'rfrac': 0.4},1124400733052801271,shortestpaths,{},0.405797101449,28,470,65,45.6923076923,59,24.7118644068,134,16.5223880597,14.0
I_2013-10-08_792,G_2013-10-08_38,rpermute,{'rfrac': 0.4},6982364965280223047,shortestpaths,{},0.405797101449,28,491,64,48.0625,60,26.0666666667,135,17.1851851852,14
I_2013-10-08_793,G_2013-10-08_38,rpermute,{'rfrac': 0.45},-4500557057815841199,shortestpaths,{},0.449275362319,31,572,67,54.0,63,27.9047619048,143,18.7972027972,14
I_2013-10-08_794,G_2013-10-08_38,rpermute,{'rfrac': 0.45},3834718650535825090,shortestpaths,{},0.449275362319,31,585,65,57.0461538462,62,29.8064516129,141,19.7021276596,19
I_2013-10-08_795,G_2013-10-08_38,rpermute,{'rfrac': 0.45},6437762376403891717,shortestpaths,{},0.449275362319,31,577,67,56.0895522388,59,32.1694915254,140,20.2,19.5
I_2013-10-08_796,G_2013-10-08_38,rpermute,{'rfrac': 0.5},-7042086972820312455,shortestpaths,{},0.507246376812,35,730,68,69.5588235294,63,37.3015873016,144,24.5833333333,22.5
I_2013-10-08_797,G_2013-10-08_38,rpermute,{'rfrac': 0.5},-5845382613906350369,shortestpaths,{},0.507246376812,35,738,66,69.3333333333,63,34.8571428571,141,24.0141843972,22
I_2013-10-08_798,G_2013-10-08_38,rpermute,{'rfrac': 0.5},-9108808338633685150,shortestpaths,{},0.507246376812,35,738,65,70.9846153846,62,36.0322580645,142,24.1126760563,23.0
I_2013-10-08_799,G_2013-10-08_39,rpermute,{'rfrac': 0.2},-4720055074931310230,shortestpaths,{},0.19696969697,13,98,44,14.1818181818,38,8.21052631579,80,5.85,5.0
I_2013-10-08_800,G_2013-10-08_39,rpermute,{'rfrac': 0.2},-8105738259361847296,shortestpaths,{},0.19696969697,13,97,41,15.4146341463,34,9.41176470588,68,7.0,4.0
I_2013-10-08_801,G_2013-10-08_39,rpermute,{'rfrac': 0.2},-8855727880962812951,shortestpaths,{},0.19696969697,13,95,37,17.2972972973,29,11.3103448276,62,7.8064516129,6.0
I_2013-10-08_802,G_2013-10-08_39,rpermute,{'rfrac': 0.25},3470612493180727552,shortestpaths,{},0.257575757576,17,164,50,22.52,44,13.2272727273,91,9.38461538462,8
I_2013-10-08_803,G_2013-10-08_39,rpermute,{'rfrac': 0.25},1199723649925042170,shortestpaths,{},0.257575757576,17,173,49,22.8571428571,41,14.0487804878,93,9.11827956989,9
I_2013-10-08_804,G_2013-10-08_39,rpermute,{'rfrac': 0.25},-8738706706488721842,shortestpaths,{},0.257575757576,17,164,57,19.7894736842,54,10.8148148148,108,7.92592592593,6.0
I_2013-10-08_805,G_2013-10-08_39,rpermute,{'rfrac': 0.3},-2849665345530470789,shortestpaths,{},0.30303030303,20,239,53,30.0,45,18.4444444444,102,11.862745098,10.5
I_2013-10-08_806,G_2013-10-08_39,rpermute,{'rfrac': 0.3},6120404679551494385,shortestpaths,{},0.30303030303,20,232,55,28.8,51,16.1568627451,101,11.9207920792,10
I_2013-10-08_807,G_2013-10-08_39,rpermute,{'rfrac': 0.3},2538219636714159311,shortestpaths,{},0.30303030303,20,242,58,27.5517241379,51,16.431372549,109,11.1743119266,11
I_2013-10-08_808,G_2013-10-08_39,rpermute,{'rfrac': 0.35},3585875262187773987,shortestpaths,{},0.348484848485,23,322,57,36.7719298246,53,20.4528301887,111,14.3243243243,13
I_2013-10-08_809,G_2013-10-08_39,rpermute,{'rfrac': 0.35},3588651566717733550,shortestpaths,{},0.348484848485,23,307,54,38.3703703704,51,20.7843137255,101,15.504950495,10
I_2013-10-08_810,G_2013-10-08_39,rpermute,{'rfrac': 0.35},-46172739534862481,shortestpaths,{},0.348484848485,23,313,56,36.8928571429,51,20.6666666667,107,14.5794392523,12
I_2013-10-08_811,G_2013-10-08_39,rpermute,{'rfrac': 0.4},-4438642942083579977,shortestpaths,{},0.393939393939,26,400,59,45.8983050847,53,26.5660377358,116,17.7413793103,16.5
I_2013-10-08_812,G_2013-10-08_39,rpermute,{'rfrac': 0.4},7659474046464208812,shortestpaths,{},0.393939393939,26,389,58,46.0,53,25.8113207547,113,17.8584070796,17
I_2013-10-08_813,G_2013-10-08_39,rpermute,{'rfrac': 0.4},-8198591284482495892,shortestpaths,{},0.393939393939,26,402,55,46.3272727273,52,24.0,106,17.9056603774,16.5
I_2013-10-08_814,G_2013-10-08_39,rpermute,{'rfrac': 0.45},5955186707327610213,shortestpaths,{},0.454545454545,30,534,58,61.8965517241,53,34.9056603774,114,23.8596491228,20.0
I_2013-10-08_815,G_2013-10-08_39,rpermute,{'rfrac': 0.45},2838008530080679447,shortestpaths,{},0.454545454545,30,541,64,58.40625,57,35.0526315789,124,23.1290322581,18.5
I_2013-10-08_816,G_2013-10-08_39,rpermute,{'rfrac': 0.45},-1313290915539288904,shortestpaths,{},0.454545454545,30,549,59,60.2711864407,53,34.2641509434,117,22.9572649573,19
I_2013-10-08_817,G_2013-10-08_39,rpermute,{'rfrac': 0.5},-5248588333691805098,shortestpaths,{},0.5,33,640,60,73.3,54,42.3333333333,121,27.6198347107,27
I_2013-10-08_818,G_2013-10-08_39,rpermute,{'rfrac': 0.5},8607614779022953595,shortestpaths,{},0.5,33,651,57,73.5789473684,51,40.8235294118,112,28.0178571429,27.5
I_2013-10-08_819,G_2013-10-08_39,rpermute,{'rfrac': 0.5},7313717124437021175,shortestpaths,{},0.5,33,619,62,69.2258064516,55,39.6363636364,123,26.3089430894,25
I_2013-10-08_820,G_2013-10-08_40,rpermute,{'rfrac': 0.2},4822538704010384532,shortestpaths,{},0.2,15,137,50,16.4,44,9.09090909091,92,6.63043478261,5.0
I_2013-10-08_821,G_2013-10-08_40,rpermute,{'rfrac': 0.2},-4041677374947617873,shortestpaths,{},0.2,15,127,51,16.7450980392,43,10.0930232558,94,6.85106382979,6.5
I_2013-10-08_822,G_2013-10-08_40,rpermute,{'rfrac': 0.2},-91785540967652506,shortestpaths,{},0.2,15,133,51,18.1176470588,45,11.2,94,7.59574468085,6.0
I_2013-10-08_823,G_2013-10-08_40,rpermute,{'rfrac': 0.25},-977453377878260250,shortestpaths,{},0.253333333333,19,210,55,24.5818181818,48,13.9166666667,109,9.26605504587,6
I_2013-10-08_824,G_2013-10-08_40,rpermute,{'rfrac': 0.25},-6050091920779279513,shortestpaths,{},0.253333333333,19,220,53,27.8113207547,46,17.1739130435,92,12.3043478261,9.0
I_2013-10-08_825,G_2013-10-08_40,rpermute,{'rfrac': 0.25},1026759485656387932,shortestpaths,{},0.253333333333,19,217,54,26.2592592593,48,15.2916666667,107,10.0560747664,9
I_2013-10-08_826,G_2013-10-08_40,rpermute,{'rfrac': 0.3},-6781405163184489866,shortestpaths,{},0.306666666667,23,317,62,31.5483870968,60,15.7333333333,123,11.7886178862,9
I_2013-10-08_827,G_2013-10-08_40,rpermute,{'rfrac': 0.3},-2254896635772824549,shortestpaths,{},0.306666666667,23,311,59,33.186440678,52,18.1923076923,116,12.5172413793,8.0
I_2013-10-08_828,G_2013-10-08_40,rpermute,{'rfrac': 0.3},4037193714315320706,shortestpaths,{},0.306666666667,23,320,64,32.8125,58,18.7586206897,125,12.752,9
I_2013-10-08_829,G_2013-10-08_40,rpermute,{'rfrac': 0.35},6104604012710171216,shortestpaths,{},0.346666666667,26,406,64,41.0625,59,22.5084745763,135,14.6518518519,13
I_2013-10-08_830,G_2013-10-08_40,rpermute,{'rfrac': 0.35},1579114321050425347,shortestpaths,{},0.346666666667,26,404,61,43.4754098361,55,24.5818181818,133,15.0526315789,12
I_2013-10-08_831,G_2013-10-08_40,rpermute,{'rfrac': 0.35},7226918054029627111,shortestpaths,{},0.346666666667,26,407,67,39.7014925373,60,22.6666666667,143,14.0559440559,11
I_2013-10-08_832,G_2013-10-08_40,rpermute,{'rfrac': 0.4},-4006878260490500513,shortestpaths,{},0.4,30,528,67,54.2388059701,59,32.1016949153,135,20.4740740741,17
I_2013-10-08_833,G_2013-10-08_40,rpermute,{'rfrac': 0.4},-256973663810064091,shortestpaths,{},0.4,30,535,64,53.59375,59,28.6440677966,137,18.6861313869,17
I_2013-10-08_834,G_2013-10-08_40,rpermute,{'rfrac': 0.4},-1758629005623707715,shortestpaths,{},0.4,30,534,67,51.4925373134,63,27.1428571429,147,17.5510204082,13
I_2013-10-08_835,G_2013-10-08_40,rpermute,{'rfrac': 0.45},373345230246383096,shortestpaths,{},0.453333333333,34,684,70,66.3428571429,64,37.5,150,23.48,20.0
I_2013-10-08_836,G_2013-10-08_40,rpermute,{'rfrac': 0.45},8968439209892079154,shortestpaths,{},0.453333333333,34,686,72,67.5555555556,62,42.2580645161,151,24.7814569536,20
I_2013-10-08_837,G_2013-10-08_40,rpermute,{'rfrac': 0.45},35880649359471001,shortestpaths,{},0.453333333333,34,700,69,67.9710144928,63,38.8253968254,146,24.4383561644,20.0
I_2013-10-08_838,G_2013-10-08_40,rpermute,{'rfrac': 0.5},1029603885927571256,shortestpaths,{},0.506666666667,38,880,71,79.014084507,67,41.7611940299,158,26.6075949367,26.0
I_2013-10-08_839,G_2013-10-08_40,rpermute,{'rfrac': 0.5},1782209372205597841,shortestpaths,{},0.506666666667,38,880,70,79.4857142857,62,44.3870967742,150,27.72,24.5
I_2013-10-08_840,G_2013-10-08_40,rpermute,{'rfrac': 0.5},-8078513881928543913,shortestpaths,{},0.506666666667,38,885,73,83.8356164384,64,51.6875,153,30.8104575163,27
I_2013-10-08_841,G_2013-10-08_41,rpermute,{'rfrac': 0.2},1786386186249993700,shortestpaths,{},0.202702702703,15,127,52,17.1538461538,46,10.2608695652,100,6.82,6.0
I_2013-10-08_842,G_2013-10-08_41,rpermute,{'rfrac': 0.2},6142133797991607644,shortestpaths,{},0.202702702703,15,131,51,15.6078431373,47,8.0,96,6.10416666667,4.0
I_2013-10-08_843,G_2013-10-08_41,rpermute,{'rfrac': 0.2},-6983575370845480372,shortestpaths,{},0.202702702703,15,134,44,17.3636363636,40,8.6,82,6.75609756098,5.0
I_2013-10-08_844,G_2013-10-08_41,rpermute,{'rfrac': 0.25},-9158971946635754015,shortestpaths,{},0.256756756757,19,215,59,24.3728813559,52,14.5,116,9.44827586207,7.0
I_2013-10-08_845,G_2013-10-08_41,rpermute,{'rfrac': 0.25},-151929846086932562,shortestpaths,{},0.256756756757,19,213,60,24.1,52,14.6538461538,121,9.12396694215,7
I_2013-10-08_846,G_2013-10-08_41,rpermute,{'rfrac': 0.25},-1989364720812714398,shortestpaths,{},0.256756756757,19,226,58,24.1724137931,53,13.5471698113,118,8.98305084746,7.5
I_2013-10-08_847,G_2013-10-08_41,rpermute,{'rfrac': 0.3},5286787357874701373,shortestpaths,{},0.297297297297,22,295,62,32.0322580645,56,18.9642857143,121,12.5950413223,10
I_2013-10-08_848,G_2013-10-08_41,rpermute,{'rfrac': 0.3},-4043297211366526648,shortestpaths,{},0.297297297297,22,289,59,34.1355932203,50,21.8,114,13.6140350877,9.0
I_2013-10-08_849,G_2013-10-08_41,rpermute,{'rfrac': 0.3},5809395608814229442,shortestpaths,{},0.297297297297,22,286,58,31.1034482759,53,16.6037735849,109,12.3119266055,10
I_2013-10-08_850,G_2013-10-08_41,rpermute,{'rfrac': 0.35},769495173762397257,shortestpaths,{},0.351351351351,26,407,63,40.8888888889,57,22.3859649123,132,14.5909090909,10.5
I_2013-10-08_851,G_2013-10-08_41,rpermute,{'rfrac': 0.35},-9001058170659565346,shortestpaths,{},0.351351351351,26,411,65,41.4769230769,54,25.8518518519,136,15.0441176471,11.0
I_2013-10-08_852,G_2013-10-08_41,rpermute,{'rfrac': 0.35},4322393434321693780,shortestpaths,{},0.351351351351,26,423,66,41.1515151515,60,23.6,138,14.9710144928,13.0
I_2013-10-08_853,G_2013-10-08_41,rpermute,{'rfrac': 0.4},4772449038839069375,shortestpaths,{},0.405405405405,30,540,66,53.1515151515,59,29.9661016949,136,19.3970588235,15.5
I_2013-10-08_854,G_2013-10-08_41,rpermute,{'rfrac': 0.4},7310929001099202327,shortestpaths,{},0.405405405405,30,549,64,54.5,59,29.6271186441,129,20.2945736434,18
I_2013-10-08_855,G_2013-10-08_41,rpermute,{'rfrac': 0.4},6898468339623705202,shortestpaths,{},0.405405405405,30,555,64,52.75,59,27.7288135593,136,18.4264705882,15.5
I_2013-10-08_856,G_2013-10-08_41,rpermute,{'rfrac': 0.45},-1840759044700214513,shortestpaths,{},0.445945945946,33,660,70,65.7714285714,63,39.5555555556,146,24.301369863,18.5
I_2013-10-08_857,G_2013-10-08_41,rpermute,{'rfrac': 0.45},-7135621174540234234,shortestpaths,{},0.445945945946,33,650,64,68.28125,59,38.2711864407,130,25.4923076923,22.0
I_2013-10-08_858,G_2013-10-08_41,rpermute,{'rfrac': 0.45},-2489951416279925568,shortestpaths,{},0.445945945946,33,676,65,62.1538461538,59,32.6779661017,138,21.6231884058,18.0
I_2013-10-08_859,G_2013-10-08_41,rpermute,{'rfrac': 0.5},-5333744476019474318,shortestpaths,{},0.5,37,846,69,79.4492753623,61,46.1967213115,148,28.0405405405,27.5
I_2013-10-08_860,G_2013-10-08_41,rpermute,{'rfrac': 0.5},9199320054499299088,shortestpaths,{},0.5,37,835,71,80.4788732394,62,49.1935483871,149,29.4093959732,27
I_2013-10-08_861,G_2013-10-08_41,rpermute,{'rfrac': 0.5},-102867659309071789,shortestpaths,{},0.5,37,854,68,82.1764705882,62,47.1612903226,143,29.7622377622,26
I_2013-10-08_862,G_2013-10-08_42,rpermute,{'rfrac': 0.2},-5177709739662011065,shortestpaths,{},0.2,16,157,59,16.6101694915,53,9.43396226415,106,6.98113207547,6.0
I_2013-10-08_863,G_2013-10-08_42,rpermute,{'rfrac': 0.2},-6096727547674178677,shortestpaths,{},0.2,16,149,51,18.9411764706,45,10.8,87,8.34482758621,7
I_2013-10-08_864,G_2013-10-08_42,rpermute,{'rfrac': 0.2},-5682574448713562833,shortestpaths,{},0.2,16,152,59,16.4406779661,52,9.42307692308,104,7.01923076923,5.0
I_2013-10-08_865,G_2013-10-08_42,rpermute,{'rfrac': 0.25},-8810079480338043748,shortestpaths,{},0.25,20,239,60,25.3666666667,56,13.6071428571,109,10.4770642202,9
I_2013-10-08_866,G_2013-10-08_42,rpermute,{'rfrac': 0.25},1652598150953272991,shortestpaths,{},0.25,20,245,64,23.8125,61,12.5245901639,118,9.69491525424,7.0
I_2013-10-08_867,G_2013-10-08_42,rpermute,{'rfrac': 0.25},1967623668118496430,shortestpaths,{},0.25,20,245,63,24.9841269841,56,14.5357142857,118,10.1186440678,7.0
I_2013-10-08_868,G_2013-10-08_42,rpermute,{'rfrac': 0.3},-5991690295673071277,shortestpaths,{},0.3,24,344,73,33.1506849315,65,20.2461538462,146,12.7945205479,11.0
I_2013-10-08_869,G_2013-10-08_42,rpermute,{'rfrac': 0.3},-5289562319153330730,shortestpaths,{},0.3,24,345,68,33.1176470588,64,17.9375,138,12.3188405797,10.0
I_2013-10-08_870,G_2013-10-08_42,rpermute,{'rfrac': 0.3},3651454686085517338,shortestpaths,{},0.3,24,352,66,35.6060606061,59,21.1186440678,129,13.9379844961,12
I_2013-10-08_871,G_2013-10-08_42,rpermute,{'rfrac': 0.35},-2189415278874707785,shortestpaths,{},0.35,28,468,75,43.2266666667,72,24.0277777778,155,16.0387096774,14
I_2013-10-08_872,G_2013-10-08_42,rpermute,{'rfrac': 0.35},-301258548196503170,shortestpaths,{},0.35,28,496,73,42.4383561644,68,23.3235294118,146,16.0410958904,13.5
